"otherswetland","otherscovercrop","othersnm","pastcrp","pastfcp","pastmci","pastoneseason","pastlongterm","pastgcdt","pastgcsv","nowcrp","noweqip","nowfcsv","nowcsp","practicegd","practicemintill","practicerb","practicerp","obssediment","obsnutrients","obsodor","obstrash","obslackfish","obsunsafeswim","obscolor","obsunsafedrink","acfish","acswim","acexplore","ackayak","achunt","achike","acbike","acpicnic","achorseride","acgooffroading","sptlandowners","sptfarmmanager","sptrenters","sptgovstaff","sptmrbboard"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0"
"0","1","0","1","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"0","1","0","1","1","1","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","1","0","0"
"0","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"0","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","1","0","0","1","0","1","0","1","1","1","1","1","1"
"1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","1","1","1","0","0","0"
"0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","1","0"
"1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1"
"1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","1","1","1","1"
"0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","1","1","0","0","1","0","0","1","0","0","1","1","1","1","0"
"1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
"0","0","1","1","1","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","1","1","1","0"
"1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","1","0","0","0","0","0","1","1","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","0","0","1","1","1","0","1","0","0","1","0","0","1","1","1","1","1"
"0","1","0","1","1","1","0","1","1","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","1","1","1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0"
"1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0"
"1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0"
"0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0"
"0","0","0","1","1","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"1","1","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","1","0","0"
"1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0"
"0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0"
"0","0","0","1","1","1","1","1","0","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","1","0","0","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","1","1","1","1"
"0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0"
"1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","1","1","1","1","1","1"
"0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","0"
"1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1"
"0","0","1","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1"
"1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0"
"0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","0","1","0","0"
"0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1"
"0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0"
"1","0","0","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1"
"0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"0","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0"
"0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1"
"1","1","1","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1"
"1","1","1","0","1","0","1","1","0","0","0","1","0","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","1","1","1","1"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1"
"1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","0","1","1"
"0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"0","1","0","1","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0"
"1","1","0","1","1","1","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1"
"0","1","0","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","1","1","1","0","0","0"
"1","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0"
"0","0","0","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","1","1","0","0","0","0"
"0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"1","1","0","1","1","1","1","1","1","0","0","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","1","0"
"0","1","1","1","1","0","1","1","0","1","1","1","0","1","0","1","1","0","1","1","0","1","1","0","0","0","0","1","0","1","0","1","1","0","0","0","1","1","1","1","1"
"0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","1","0","1","1","0","1","0","0"
"0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","1","1","0","0","0","1","0"
"0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1"
"0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1"
"0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
"0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"0","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1"
"0","0","0","1","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1"
"1","1","1","1","1","0","1","1","0","1","1","1","0","1","1","1","1","0","1","1","0","0","0","1","0","0","1","1","1","1","0","1","1","1","0","0","1","1","1","1","1"
"1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1"
"1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","1","1","1","1"
"0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","1"
"0","1","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","1","0","1","0","0","0","1","1"
"1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","0"
"0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0"
"1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0"
"1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","1","1","1"
"1","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","0"
"0","0","0","1","1","1","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0"
"1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","1","1","1","1","1"
"0","0","0","1","1","1","0","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0"
"1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0"
"0","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","1","1","0","1","0","0","1","1","1","1","1"
"1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1"
"0","1","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","1"
"0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1"
"0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","0","1","1","1","1","1"
"0","0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0"
"0","1","1","1","1","1","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","1"
"1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0"
"1","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","1","1","1","1"
"0","0","0","1","1","1","1","1","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0"
"0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0"
"0","1","0","1","1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0"
"0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","1","0","0","1","1","1","1","1"
"0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","1","1","1","1","1","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0"
"1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0"
"1","0","1","1","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0"
"1","1","1","1","1","1","0","1","1","1","1","0","0","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","1","1","1","1","1"
"0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0"
"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0"
"0","0","0","1","1","1","0","1","1","1","1","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","1","1","0","0","1","0"
"0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","1"
"0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0"
"0","1","1","1","1","1","1","1","3","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","1","1","1","1","1"
"1","1","0","1","1","1","1","0","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1"
"0","1","0","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1"
"0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","1","0","1","0","0","0","0","0"
"0","0","0","1","1","1","0","1","1","1","1","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1"
"0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","1","0","0","1","1","1","0","1"
"1","0","1","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0","0","1","1","1","1","1"
"1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","0","1","1","0","0","1","0","0","0"
"1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"0","1","0","1","1","1","1","1","0","1","0","1","0","0","1","1","0","0","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","1","1","1"
"1","1","0","1","1","1","1","1","1","0","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1"
"0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","1","0","0","0","0","1","1","1","1","1"
"1","1","0","0","0","0","1","1","0","1","1","0","0","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","1","1","0"
"1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1"
"1","1","1","1","1","1","0","0","3","1","1","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1"
"1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1"
"0","1","1","1","1","1","0","0","1","1","1","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1"
"0","1","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1"
"1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","1","0","0","0","0","0"
"1","1","0","1","1","1","1","1","1","0","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","0","1","0","1","1","1","1","1","1"
"1","0","1","0","0","0","0","1","0","1","1","0","1","0","0","0","1","0","1","1","1","1","1","1","1","1","0","1","0","1","0","1","0","0","0","0","1","1","1","1","1"
"0","0","0","1","1","1","1","1","1","0","1","0","0","0","1","0","1","0","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","1","1","1","0","0"
"1","0","0","1","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1","1"
"1","0","0","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","0","0","1","1","1","1","1"
"0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1"
"0","1","1","1","1","1","0","1","1","1","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0"
